Facility,State,name,Date,Source,cases,staffcases,deaths,staffdeaths,pop,currentpop,lat,lon
state,Connecticut,CARL ROBINSON CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,400,,,,1317,775,42.0156533,-72.515607
state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,406,,,,1147,978,41.52149124,-72.9017651
state,Connecticut,CORRIGAN RADGOWSKI CORRECTIONAL CENTER,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,420,,,,734,766,41.45418432,-72.11217243
federal,Connecticut,DANBURY FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,170,,1,0,815,620,41.4367642,-73.4675543
state,Connecticut,GARNER CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,176,,,,543,487,41.40035888,-73.2721123
state,Connecticut,HARTFORD CORRECTIONAL CENTER,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,411,,,,888,702,41.79362408,-72.66139948
state,Connecticut,MACDOUGALL WALKER CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,743,,,,1471,1560,41.95048033,-72.6367468
state,Connecticut,MANSON YOUTH CORRECTIONAL CENTER,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,27,,,,283,257,41.53050021,-72.89979775
state,Connecticut,NEW HAVEN CORRECTIONAL CENTER,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,401,,,,683,690,41.31748057,-72.93997131
state,Connecticut,NORTHERN CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,15,,,,78,70,42.0188064,-72.4948806
state,Connecticut,OSBORN CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,557,,,,1253,902,42.01640023,-72.49693453
state,Connecticut,STATEWIDE,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,,,19,,,,,
federal,Connecticut,WATKINSON HOUSE RRC HARTFORD,4/23/2021,https://www.bop.gov/coronavirus/,1,,0,0,,,,
state,Connecticut,WILLARD CYBULSKI CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,109,,,,1090,326,42.0167978,-72.5062987
state,Connecticut,YORK CORRECTIONAL INSTITUTION,4/23/2021,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,252,,,,883,501,41.32308179,-72.23754189
state,Delaware,DELORES J BAYLOR WOMANS CORRECTIONAL INSTITUTION,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,0,,394,,39.7039322,-75.58125772
state,Delaware,HOWARD R YOUNG CORRECTIONAL INSTITUTION,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,0,,1658,,39.7412423,-75.5294058
state,Delaware,JAMES T VAUGHN CORRECTIONAL CENTER,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,8,,2385,,39.33295451,-75.59958958
state,Delaware,PLUMMER COMMUNITY CORRECTIONS CENTER,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,0,,130,,39.75664471,-75.52904371
state,Delaware,STATEWIDE,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,1974,743,,,,,,
state,Delaware,SUSSEX COMMUNITY CORRECTIONS CENTER,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,0,,308,,38.6596352,-75.3711832
state,Delaware,SUSSEX CORRECTIONAL INSTITUTION,4/19/2021,https://doc.delaware.gov/assets/documents/Confirmed_COVID_Cases.pdf,,,5,,1130,,38.665915,-75.3801231
federal,District of Columbia,CENTRAL OFFICE HEADQUARTERS,4/23/2021,https://www.bop.gov/coronavirus/,,,0,0,,,,
county,District of Columbia,COUNTY WIDE,4/23/2021,https://opendata.dc.gov/datasets/dc-covid-19-department-of-corrections/data?orderBy=DATE_REPORTED&orderByAsc=false,262,208,1,3,1358,,38.8834391,-76.97658549
state,Florida,APALACHEE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1804,,30.71148316,-84.88818219
state,Florida,AVON PARK CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1543,,27.6462871,-81.4036521
state,Florida,BAKER CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1695,,30.21325143,-82.37451212
state,Florida,BAY CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,2,0,964,,30.26570712,-85.50553247
state,Florida,BLACKWATER CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,7,0,1977,,30.64568696,-86.95060909
state,Florida,CALHOUN CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1808,,30.40585,-85.06394467
state,Florida,CENTRAL FLORIDA RECEPTION CENTER,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,5,0,2422,,28.45327514,-81.15900956
state,Florida,CENTURY CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1514,,30.95817641,-87.29950017
state,Florida,CHARLOTTE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1203,,26.8036079,-81.90380995
federal,Florida,COLEMAN I UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,92,,0,0,1245,1229,28.7737905,-82.00445251
federal,Florida,COLEMAN II UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,213,,1,0,1374,897,28.7628994,-82.0011646
federal,Florida,COLEMAN LOW FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,244,,1,1,2415,1672,28.7692474,-82.010479
federal,Florida,COLEMAN MEDIUM FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,322,,3,0,1486,1341,28.7662507,-82.00753865
state,Florida,COLUMBIA CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,10,0,2906,,30.19252797,-82.50773893
state,Florida,CROSS CITY CI,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1044,,29.63475364,-83.09887133
state,Florida,DADE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,10,0,1440,,25.4154012,-80.4999188
state,Florida,DESOTO ANNEX,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1797,,27.20934,-81.66191
federal,Florida,DISMAS CHARITIES INC RRC DANIA,4/23/2021,https://www.bop.gov/coronavirus/,1,,0,0,,,,
federal,Florida,DISMAS CHARITIES OF ORLANDO,4/23/2021,https://www.bop.gov/coronavirus/,4,,0,0,,,28.619095,-81.437247
state,Florida,EVERGLADES CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,6,0,2178,,25.75086336,-80.48896138
state,Florida,FLORIDA STATE PRISON,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,2106,,30.0584396,-82.1836504
state,Florida,FLORIDA WOMENS RECEPTION CENTER,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,4,1,898,,29.30979922,-82.18626021
state,Florida,FRANKLIN CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1227,,29.87797428,-84.64585656
state,Florida,GADSDEN CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1049,,30.5897214,-84.65558376
state,Florida,GRACEVILLE CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,6,0,264,,30.94829087,-85.49222414
state,Florida,GULF CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,2,1070,,30.17512766,-85.26724893
state,Florida,HAMILTON CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,2,0,2257,,30.504668,-82.9631921
state,Florida,HARDEE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1606,,27.59369353,-82.00687498
state,Florida,HERNANDO CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,436,,28.48302199,-82.45443373
federal,Florida,HILLSBOROUGH COUNTY RRC TAMPA,4/23/2021,https://www.bop.gov/coronavirus/,7,,0,0,,,,
state,Florida,HOLMES CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1444,,30.75545064,-85.6701594
state,Florida,HOMESTEAD CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,707,,25.41299306,-80.49729982
state,Florida,JACKSON CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,1,2331,,30.96872589,-85.16860405
federal,Florida,JACKSONVILLE RESIDENTIAL REENTRY CENTER,4/23/2021,https://www.bop.gov/coronavirus/,4,,0,0,,,30.3383059,-81.712194
state,Florida,JEFFERSON CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,783,,30.50973618,-83.80157593
state,Florida,LAKE CITY CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,876,,30.19252797,-82.50773893
state,Florida,LAKE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1006,,28.62049362,-81.76642774
state,Florida,LANCASTER CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,720,,29.60801197,-82.8634739
state,Florida,LAWTEY CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,804,,30.0339212,-82.07236464
state,Florida,LIBERTY CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1771,,30.46383683,-84.85588125
state,Florida,LOWELL CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,2,0,2405,,29.31079789,-82.20039763
state,Florida,MADISON CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,2,1,1277,,30.44008751,-83.42161169
federal,Florida,MARIANNA FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,342,,0,0,,531,30.8267247,-85.1907807
state,Florida,MARION CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1569,,29.30810089,-82.17502385
state,Florida,MARTIN CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,1,1720,,27.19661972,-80.48487746
state,Florida,MAYO ANNEX,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1399,,30.1384625,-83.30514217
federal,Florida,MIAMI FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,238,,1,0,931,680,25.61832698,-80.41039062
federal,Florida,MIAMI FEDERAL DETENTION CENTER,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,139,,2,0,1389,1129,25.7784897,-80.19323747
state,Florida,MOORE HAVEN CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,964,,26.83843221,-81.12018204
state,Florida,NEW RIVER CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1255,,30.0628479,-82.17809153
state,Florida,NORTHWEST FLORIDA RECEPTION CENTER,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,3127,,30.52072999,-85.65969841
state,Florida,OKALOOSA CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,2,0,1110,,30.69681196,-86.52733104
state,Florida,OKEECHOBEE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,6,0,2178,,27.39606954,-80.78444465
federal,Florida,PENSACOLA FEDERAL PRISON CAMP,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,58,,0,0,,320,30.4432945,-87.2377179
state,Florida,POLK CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1381,,28.19151724,-81.78675795
state,Florida,PUTNAM CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,450,,29.64617008,-81.58778592
state,Florida,RECEPTION MEDICAL CENTER,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,45,2,2386,,29.98965556,-82.35918381
federal,Florida,RIVERSIDE HOUSE MIAMI FL,4/23/2021,https://www.bop.gov/coronavirus/,8,,0,0,,,25.775332,-80.21293
federal,Florida,SALVATION ARMY FORT MYERS FLORIDA,4/23/2021,https://www.bop.gov/coronavirus/,1,,0,0,,,,
federal,Florida,SALVATION ARMY RRC WEST PALM BEACH,4/23/2021,https://www.bop.gov/coronavirus/,12,,1,0,,,,
state,Florida,SANTA ROSA CI,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,0,0,1441,,30.64561525,-86.96742857
state,Florida,SOUTH BAY CF,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,8,0,1924,,26.65774766,-80.71928984
state,Florida,SOUTH FLORIDA RECEPTION CENTER,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,26,0,1531,,25.80587656,-80.42638712
county,Florida,ST LUCIE COUNTY JAIL,4/18/2021,https://www.stluciesheriff.com/288/COVID-19-Information,,,,,808,1272,,
state,Florida,STATEWIDE,4/23/2021,http://www.dc.state.fl.us/comm/covid-19.html,18053,5876,215,,,,,
state,Florida,SUMTER CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,3,0,1324,,28.61748387,-82.20754297
state,Florida,SUWANNEE CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,7,0,2043,,30.23819413,-82.87311813
federal,Florida,TALLAHASSEE FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,395,,0,0,925,827,30.44364798,-84.22253719
state,Florida,TAYLOR CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,4,1,2264,,30.040944,-83.71342
state,Florida,TOMOKA CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,2,0,1497,,29.15157094,-81.15726813
state,Florida,UNION CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,15,0,1720,,30.06674635,-82.19278712
state,Florida,WAKULLA CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,6,0,2976,,30.2614929,-84.1748045
state,Florida,WALTON CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,1,0,1437,,30.77868009,-86.10318532
state,Florida,ZEPHYRHILLS CORRECTIONAL INSTITUTION,4/23/2021,http://ww11.doh.state.fl.us/comm/_partners/covid19_report_archive/correction-facilities-deaths/fdc_death_latest.pdf,,,4,0,603,,28.19909791,-82.19869217
state,Georgia,APPLING INTEGRATED TREATMENT FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,15,3,0,0,191,,31.8050704,-82.40883899
state,Georgia,ATLANTA TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,17,4,0,0,281,244,33.77270217,-84.3762642
federal,Georgia,ATLANTA UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,222,,2,0,2093,1851,33.71070018,-84.36897923
state,Georgia,AUGUSTA STATE MEDICAL PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,245,115,6,0,1160,1051,33.43287905,-82.18852112
state,Georgia,AUGUSTA TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,15,12,0,0,226,206,33.46676876,-81.96605692
state,Georgia,AUTRY STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,106,23,3,0,1715,989,31.18946471,-84.14510952
state,Georgia,BACON PROBATION DETENTION CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,26,16,0,0,232,,31.53308262,-82.44987705
state,Georgia,BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,83,27,0,0,,,30.98252995,-84.63677462
state,Georgia,BALDWIN STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,31,44,2,0,953,887,33.0250608,-83.2213613
state,Georgia,BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,66,20,0,0,,,,
state,Georgia,BULLOCH COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,0,0,0,,134,,
state,Georgia,BURRUSS CORRECTIONAL TRAINING CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,28,23,1,0,444,519,33.05554556,-83.97538536
state,Georgia,CALHOUN STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,59,32,1,1,1638,1551,31.53975718,-84.6166883
state,Georgia,CARROLL COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,18,0,0,0,249,194,33.57869711,-85.04659773
state,Georgia,CENTRAL STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,35,51,0,0,1136,1048,32.77682714,-83.75181934
state,Georgia,CLARKE COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,17,0,0,0,126,127,33.94472297,-83.33031431
state,Georgia,CLAYTON COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,15,0,0,0,,182,,
